,text
3729,"#US President @realDonaldTrump arrives in India on Monday for two-day visit, I hope He will urge India and Pakistan… https://t.co/XA1Smu3SAA"
3730,RT @SaqibAliHaidri: An audio revealed probably of any #PakistanArmy official reported his senior about movement of #IndianArmy on #LOC &amp; ex…
3731,"RT @toronto4kashmir: Listen to the voices of the Kunan Poshpora victims. 

29 years since the #KunanPoshpora mass rape. 29 years of impunit…"
3732,"RT @ReshmaB03: Good morning 
have a nice day
#Kashmir https://t.co/SdnZ5ptUCJ"
3733,"RT @WPCION: #Kashmir is under siege for 201 days now.
Your silence is criminal. Speak out against Facism. #ModiisaTerrorist 
#IntolerantInd…"
3734,"RT @KASHMlRandME: This is what India is doing to our homes on both sides of Cease Fire Line.

#Kashmir https://t.co/9U4cmPQ6Ak"
3735,RT @WIONews: Watch:  Filmmaker @vivekagnihotri speaks on #Kashmir and '#Kashmiriyat' in present times at #Arth festival https://t.co/DJNgkO…
3736,"RT @Afreena021: @majorgauravarya @manojmuntashir Hero of Security forces

#Kashmir 

#SaturdayThoughts 

#SaturdayVibes https://t.co/323Aqd…"
3737,"RT @MughalAmiruddin: Exclusive Live Reporting,
 at Night 22 and 23 feb #IndianArmy Targeting Civil population in NeelumValley Many Houses a…"
3738,https://t.co/rRqnmmom6B new video is up folks hope you watch it #Kashmir #kashmiripandits
3739,@HerNameIs_Bea's account has been withheld in India in response to a legal demand. Learn more.
3740,RT @maam_khatam: Indian citizens required an entry permit (Visa) to enter #Kashmir till 31st March 1959. Integral part. Lulz.
3741,RT @arpitayodapress: @gaachburi @harsh_mander @pamelaphilipose And the #YodaPress 2018 book Purgatory in Kashmir by @suroorm and #mohsinala…
3742,RT @SaqibAliHaidri: An audio revealed probably of any #PakistanArmy official reported his senior about movement of #IndianArmy on #LOC &amp; ex…
3743,RT @SehrishkhanAjk: India continuously targeting the Kashmiri civilians on LOC and their houses.why our Government and media is silent?if y…
3744,"RT @toronto4kashmir: Listen to the voices of the Kunan Poshpora victims. 

29 years since the #KunanPoshpora mass rape. 29 years of impunit…"
3745,"The world has turned it's blind on https://t.co/p9q3nxyNIJ has been 20years, since the #kunnanposhpora Massacre too… https://t.co/diempKUm8D"
3746,"RT @Ruthlessindia: PAF conducted today a fly past in #Islamabad with F16s..

They were planning for #SurpriseDay and ended up getting a sur…"
3747,@gaachburi @harsh_mander @pamelaphilipose And the #YodaPress 2018 book Purgatory in Kashmir by @suroorm and… https://t.co/02PwubWbsm
3748,India continuously targeting the Kashmiri civilians on LOC and their houses.why our Government and media is silent?… https://t.co/21AGfg2Hwb
3749,RT @SaqibAliHaidri: An audio revealed probably of any #PakistanArmy official reported his senior about movement of #IndianArmy on #LOC &amp; ex…
3750,"RT @MughalAmiruddin: Exclusive Live Reporting,
 at Night 22 and 23 feb #IndianArmy Targeting Civil population in NeelumValley Many Houses a…"
3751,RT @JanKhanHD: India basically wants to solve Kashmir issue by force but the massive India state is doing human rights violations in this p…
3752,RT @Iyervval: Hosted a fascinating panel at #Arth on #Kashmir &amp; the impact of #Article370. Topics including #kashmiripandits #Dalit &amp; #LGBT…
3753,"RT @MughalAmiruddin: Exclusive Live Reporting,
 at Night 22 and 23 feb #IndianArmy Targeting Civil population in NeelumValley Many Houses a…"
3754,RT @SaqibAliHaidri: An audio revealed probably of any #PakistanArmy official reported his senior about movement of #IndianArmy on #LOC &amp; ex…
3755,"@bababanaras @OfficialDGISPR Yesterday..
11 Endian Posts or Bunkers completly destroyed.
21 Endian soliders killed… https://t.co/Hgt2nV1stD"
3756,"RT @SoStarMusic: Students, Youth Forum launch India Must Quit Kashmir movement

#LetKashmirSpeak #StandWithKashmir #SaveKashmiriWomen

@UN…"
3757,India basically wants to solve Kashmir issue by force but the massive India state is doing human rights violations… https://t.co/PuVnI0ezNB
3758,RT @JanKhanHD: While I was Apart of the rally I can't think of anything but our azadi(Freedom)Our emotions runs very high tht we hardly car…
3759,RT @human_kashmir: @USAndIndia @StateDept @POTUS @FLOTUS Request you to speak on human rights and values. Internet blockade in #Kashmir spe…
3760,"@bababanaras Yesterday..
11 Endian Posts or Bunkers completly destroyed.
21 Endian soliders killed as per initial i… https://t.co/HT36VTaHyy"
3761,"RT @MughalAmiruddin: Exclusive Live Reporting,
 at Night 22 and 23 feb #IndianArmy Targeting Civil population in NeelumValley Many Houses a…"
3762,While I was Apart of the rally I can't think of anything but our azadi(Freedom)Our emotions runs very high tht we h… https://t.co/okpD9Fqjc7
3763,RT @The_NewArab: In-depth: “Are billion dollar investments in India prompting #Saudi Arabia's silence over #Kashmir?“ writes Sabena Siddiqu…
3764,29 years since the #KunanPoshpora mass rape. 29 years of impunity. 29 years of denial of justice. Many decades of o… https://t.co/HGCeZ3yCS0
3765,"RT @MughalAmiruddin: Exclusive Live Reporting,
 at Night 22 and 23 feb #IndianArmy Targeting Civil population in NeelumValley Many Houses a…"
3766,"RT @shefali_rafiq: Naveed Bhat, a militant from Qaimoh area of #kulgam district, killed in Sangam today morning, was yet to be buried till…"
3767,"RT @toronto4kashmir: Listen to the voices of the Kunan Poshpora victims. 

29 years since the #KunanPoshpora mass rape. 29 years of impunit…"
3768,"@bababanaras @adgpi Yesterday..
11 Endian Posts or Bunkers completly destroyed.
21 Endian soliders killed as per in… https://t.co/dY0F5MF7yQ"
3769,"RT @MughalAmiruddin: A Residential house burnt due to #IndianTroops Shelling, last night 
In Shahkot Village Near Ceasefire line #CFL #Neel…"
3770,RT @SaqibAliHaidri: An audio revealed probably of any #PakistanArmy official reported his senior about movement of #IndianArmy on #LOC &amp; ex…
3771,"RT @DisputedK: @RanaAyyub .

Prior to Clinton's visit to india in 2000

Indian agencies killed 35 villagers of Sikh Faith

This to label Fr…"
3772,RT @rajnish1Midas: @Ibne_Sena @madhukishwar @rammadhavbjp @shaurya_doval @DrJitendraSingh @PMOIndia @HMOIndia @ImAvinashKhanna @TheChetak @…
3773,"RT @RougePouts: Finally I finished one of the most procrastinated projects! 😁 
The #travelvlog of my #solotrip to Kashmir is out!! 🥳 🙌🏻

He…"
3774,"RT @RounakSingh27: A picture is worth a thousand words ❤❤

#IndianArmy #Kashmir #SundayMotivation #sundayvibes https://t.co/ixUGE0GD3N"
3775,"RT @faizanAkashmiri: #Breaking 

Another indian MiG-29K fighter aircraft on a routine training sortie has crashed off #Goa 
The pilot of th…"
3776,"RT @MughalAmiruddin: Exclusive Live Reporting,
 at Night 22 and 23 feb #IndianArmy Targeting Civil population in NeelumValley Many Houses a…"
3777,"RT @MughalAmiruddin: Exclusive Live Reporting,
 at Night 22 and 23 feb #IndianArmy Targeting Civil population in NeelumValley Many Houses a…"
3778,"According to the women, “rape” is not an adequate word to describe what was done to them. It was not rape — it was… https://t.co/0KIkzFTUsG"
3779,"@bababanaras @PAF_Falcons Yesterday..
11 Endian Posts or Bunkers completly destroyed.
21 Endian soliders killed as… https://t.co/wdh85JkWpK"
3780,RT @Iyervval: Hosted a fascinating panel at #Arth on #Kashmir &amp; the impact of #Article370. Topics including #kashmiripandits #Dalit &amp; #LGBT…
3781,RT @AsimKhanTweets: Why is congress leader @ShatruganSinha discussing India's internal matter (Kashmir) with President of Pakistan despite…
3782,RT @Iyervval: Hosted a fascinating panel at #Arth on #Kashmir &amp; the impact of #Article370. Topics including #kashmiripandits #Dalit &amp; #LGBT…
3783,"RT @toronto4kashmir: Listen to the voices of the Kunan Poshpora victims. 

29 years since the #KunanPoshpora mass rape. 29 years of impunit…"
3784,"@bababanaras @adgpi Yesterday..
11 Endian Posts or Bunkers completly destroyed.
21 Endian soliders killed as per in… https://t.co/lx3h4edHoO"
3785,"#Breaking 

Another indian MiG-29K fighter aircraft on a routine training sortie has crashed off #Goa 
The pilot of… https://t.co/odzabGPgLA"
3786,"RT @MughalAmiruddin: Exclusive Live Reporting,
 at Night 22 and 23 feb #IndianArmy Targeting Civil population in NeelumValley Many Houses a…"
3787,RT @SaqibAliHaidri: An audio revealed probably of any #PakistanArmy official reported his senior about movement of #IndianArmy on #LOC &amp; ex…
3788,"RT @MughalAmiruddin: Exclusive Live Reporting,
 at Night 22 and 23 feb #IndianArmy Targeting Civil population in NeelumValley Many Houses a…"
3789,"RT @MughalAmiruddin: Exclusive Live Reporting,
 at Night 22 and 23 feb #IndianArmy Targeting Civil population in NeelumValley Many Houses a…"
3790,"RT @oyevivekk: 10984 DAYS since Kashmiri hindus were kicked out from their home

We still don't know how many Kashmiris were slaughtered, r…"
3791,"RT @MughalAmiruddin: Exclusive Live Reporting,
 at Night 22 and 23 feb #IndianArmy Targeting Civil population in NeelumValley Many Houses a…"
3792,"RT @MughalAmiruddin: Exclusive Live Reporting,
 at Night 22 and 23 feb #IndianArmy Targeting Civil population in NeelumValley Many Houses a…"
3793,"RT @MughalAmiruddin: Exclusive Live Reporting,
 at Night 22 and 23 feb #IndianArmy Targeting Civil population in NeelumValley Many Houses a…"
3794,"RT @RounakSingh27: A picture is worth a thousand words ❤❤

#IndianArmy #Kashmir #SundayMotivation #sundayvibes https://t.co/ixUGE0GD3N"
3795,"RT @MughalAmiruddin: A residential house damaged due to #IndianTroops Shelling in Banchattar Village Near Ceasefire line #CFL, totel 4 hous…"
3796,"9 people died in Kashmir’s(India) bus accident. 5 people are injured.
#DriveSafe #Kashmir #india #ACCIDENT"
3797,"RT @Shazia: What mountains have witnessed nearly 3 decades ago,in 2 nondescript villages of #KunanPoshpora, will India &amp; rest of the world…"
3798,"RT @MughalAmiruddin: Exclusive Live Reporting,
 at Night 22 and 23 feb #IndianArmy Targeting Civil population in NeelumValley Many Houses a…"
3799,"#Breaking 

Another indian MiG-29K fighter aircraft on a routine training sortie has crashed off #Goa 
The pilot of… https://t.co/US372NhxDb"
3800,RT @MughalAmiruddin: Due to #IndianTroops Heavy Shelling Destroyed 10 Residential houses and a vehicle in different Villeges of #neelumvall…
3801,"RT @MughalAmiruddin: A Residential house burnt due to #IndianTroops Shelling, last night 
In Shahkot Village Near Ceasefire line #CFL #Neel…"
3802,"RT @ChinarcorpsIA: As the world celebrates #MahaShivratri2020, #ChinarCorps wishes All Ranks, Civilian Staff and the Awam of #Kashmir great…"
3803,"RT @MughalAmiruddin: A Residential house burnt due to #IndianTroops Shelling, last night 
In Shahkot Village Near Ceasefire line #CFL #Neel…"
3804,"RT @Shazia: What mountains have witnessed nearly 3 decades ago,in 2 nondescript villages of #KunanPoshpora, will India &amp; rest of the world…"
3805,"RT @BhavikaKapoor5: I am just curious why #Modi is not on his usual ""around the world in 80days"" type world tours now? 

What is stopping h…"
3806,RT @SeharKamran: Standing together in support  #Kashmir Lord @qurbanhussain #Luton along with @PJMir_  and @shaistakhosa #KashmirAwaitsUNPl…
3807,"RT @MughalAmiruddin: Exclusive Live Reporting,
 at Night 22 and 23 feb #IndianArmy Targeting Civil population in NeelumValley Many Houses a…"
3808,"Exclusive Live Reporting,
 at Night 22 and 23 feb #IndianArmy Targeting Civil population in NeelumValley Many House… https://t.co/Fdsdc55HBq"
3809,RT @AdvAshwaniDubey: The abrogation of #Article370 of the Constitution was the first step towards fulfilling the objective of #AkhandBharat…
3810,"RT @woundedKashmir: Do you remember 
               #KunanPoshpora?

#kupwara
#kashmir

https://t.co/Z98Lik1fvu"
3811,"RT @RounakSingh27: A picture is worth a thousand words ❤❤

#IndianArmy #Kashmir #SundayMotivation #sundayvibes https://t.co/ixUGE0GD3N"
3812,"RT @MaleehaHashmey: I shared on AAP News:

#Pakistan wants peace with India but how Modi BLOCKED #Kashmir for #200Days &amp; ""detained"" &amp; INSUL…"
3813,"@rifatabdullahh And the Eligibility is to speak Truth you will get admission. 

#PSA #KASHMIR #BETRAYED… https://t.co/4iEl3KDEZt"
3814,"RT @RougePouts: Finally I finished one of the most procrastinated projects! 😁 
The #travelvlog of my #solotrip to Kashmir is out!! 🥳 🙌🏻

He…"
3815,RT @KASHMlRandME: Indian shameless media is falsely prpogating the damaged civilian houses as terrorist camps in Azad #kashmir.Whereas Paki…
3816,"RT @KashScientist: #Indian atrocities on #Kashmiri women.👇👇
#kunanposhpora
#Kashmir
#WomenResistanceDay
https://t.co/4XQR2oyhbp"
3817,RT @PressTV: The disputed #Kashmir region has been under a curfew for more than six months following India’s decision to revoke the region’…
3818,"Do you remember 
               #KunanPoshpora?

#kupwara
#kashmir

https://t.co/Z98Lik1fvu"
3819,"Untold tragic stories of #KasmiriPanditexodus will make blood freeze, flesh cringe if U hv a heart sensitive enough… https://t.co/eRWzuAfEsd"
3820,#kashmir [ intro ] #ledzeppelin #thegoldengod #robertplant #jimmypage #johnbonham #johnpauljones #bonzo #jonesy… https://t.co/eqdCrn7Cbf
3821,"RT @Shannniiiiiii: Yesterday..
11 Endian Posts or Bunkers completly destroyed.
21 Endian soliders killed as per initial info.
Dozens of End…"
3822,"RT @IamKashmiri_: 29 years of the mass rapes in #Kunan #Poshpora by Indian army and still no justice served.
 How can we even expect justic…"
3823,"RT @KashScientist: #Indian atrocities on #Kashmiri women.👇👇
#kunanposhpora
#Kashmir
#WomenResistanceDay
https://t.co/4XQR2oyhbp"
3824,"RT @MughalAmiruddin: A Residential house burnt due to #IndianTroops Shelling, last night 
In Shahkot Village Near Ceasefire line #CFL #Neel…"
3825,RT @Iyervval: Hosted a fascinating panel at #Arth on #Kashmir &amp; the impact of #Article370. Topics including #kashmiripandits #Dalit &amp; #LGBT…
3826,@HerNameIs_Bea's account has been withheld in India in response to a legal demand. Learn more.
3827,"RT @JAMMULINKS: WATCH | The ancient temple of Bhadrakal village in Handwara wore a festive look, as the original idol of the presiding deit…"
3828,"RT @NaikRooh: #WomenResistanceDay
This is how women are suffering under India's Kashmir crackdown. 
The plight of Kashmiri women is appalli…"
3829,RT @WIONews: Watch:  Filmmaker @vivekagnihotri speaks on #Kashmir and '#Kashmiriyat' in present times at #Arth festival https://t.co/DJNgkO…
3830,"#Indian atrocities on #Kashmiri women.👇👇
#kunanposhpora
#Kashmir
#WomenResistanceDay
https://t.co/4XQR2oyhbp"
